arg1,arg2,verb,sentence,verb_idx,label,lemma,pos,tag,dep,entity,entity_tag,chunk,knowledge,sentiment,sentiment_score
water,,pour, They poured water over the floor .,1,0,  -PRON- pour water over the floor .,SPACE PRON VERB NOUN ADP DET NOUN PUNCT,_SP PRP VBD NN IN DT NN ., nsubj ROOT dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('They', 'PRP', 'O'), ('poured', 'VBD', 'O'), ('water', 'NN', 'O'), ('over', 'IN', 'O'), ('the', 'DT', 'O'), ('floor', 'NN', 'O'), ('.', '.', 'O')]","[(' They', 'NP', 'They'), ('water', 'NP', 'water'), ('the floor', 'NP', 'floor')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
program,,interrupt, We interrupt the program for the following messages .,1,0,  -PRON- interrupt the program for the follow message .,SPACE PRON VERB DET NOUN ADP DET VERB NOUN PUNCT,_SP PRP VBP DT NN IN DT VBG NNS ., nsubj ROOT det dobj prep det amod pobj punct,,"[(' ', '_SP', 'O'), ('We', 'PRP', 'O'), ('interrupt', 'VBP', 'O'), ('the', 'DT', 'O'), ('program', 'NN', 'O'), ('for', 'IN', 'O'), ('the', 'DT', 'O'), ('following', 'VBG', 'O'), ('messages', 'NNS', 'O'), ('.', '.', 'O')]","[(' We', 'NP', 'We'), ('the program', 'NP', 'program'), ('the following messages', 'NP', 'messages')]",none,neutral,"{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.34}"
illness,,visit," Every summer , we visited our relatives in the country for a month .",4,1,"  every summer , -PRON- visit -PRON- relative in the country for a month .",SPACE DET NOUN PUNCT PRON VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT,"_SP DT NN , PRP VBD PRP$ NNS IN DT NN IN DT NN .", det npadvmod punct nsubj ROOT poss dobj prep det pobj prep det pobj punct,a month,"[(' ', '_SP', 'O'), ('Every', 'DT', 'O'), ('summer', 'NN', 'O'), (',', ',', 'O'), ('we', 'PRP', 'O'), ('visited', 'VBD', 'O'), ('our', 'PRP$', 'O'), ('relatives', 'NNS', 'O'), ('in', 'IN', 'O'), ('the', 'DT', 'O'), ('country', 'NN', 'O'), ('for', 'IN', 'O'), ('a', 'DT', 'B-DATE'), ('month', 'NN', 'I-DATE'), ('.', '.', 'O')]","[('we', 'NP', 'we'), ('our relatives', 'NP', 'relatives'), ('the country', 'NP', 'country'), ('a month', 'NP', 'month')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
area,,spot, spot the areas that one should clearly identify .,0,0,  spot the area that one should clearly identify .,SPACE VERB DET NOUN DET PRON VERB ADV VERB PUNCT,_SP VB DT NNS WDT PRP MD RB VB ., ROOT det dobj dobj nsubj aux advmod relcl punct,,"[(' ', '_SP', 'O'), ('spot', 'VB', 'O'), ('the', 'DT', 'O'), ('areas', 'NNS', 'O'), ('that', 'WDT', 'O'), ('one', 'PRP', 'O'), ('should', 'MD', 'O'), ('clearly', 'RB', 'O'), ('identify', 'VB', 'O'), ('.', '.', 'O')]","[('the areas', 'NP', 'areas'), ('one', 'NP', 'one')]",none,neutral,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}"
bicycle,,loop, The bicycle looped around the tree .,2,1,  the bicycle loop around the tree .,SPACE DET NOUN VERB ADP DET NOUN PUNCT,_SP DT NN VBN IN DT NN ., det nsubj ROOT prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('bicycle', 'NN', 'O'), ('looped', 'VBN', 'O'), ('around', 'IN', 'O'), ('the', 'DT', 'O'), ('tree', 'NN', 'O'), ('.', '.', 'O')]","[(' The bicycle', 'NP', 'bicycle'), ('the tree', 'NP', 'tree')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
star,,gravitate, The stars gravitate towards each other .,2,0,  the star gravitate towards each other .,SPACE DET NOUN VERB ADP DET ADJ PUNCT,_SP DT NNS VBP IN DT JJ ., det nsubj ROOT prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('stars', 'NNS', 'O'), ('gravitate', 'VBP', 'O'), ('towards', 'IN', 'O'), ('each', 'DT', 'O'), ('other', 'JJ', 'O'), ('.', '.', 'O')]","[(' The stars', 'NP', 'stars')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
chair,,stagger, The architect decided to stagger the chairs in the lecture hall .,4,0,  the architect decide to stagger the chair in the lecture hall .,SPACE DET NOUN VERB PART VERB DET NOUN ADP DET NOUN NOUN PUNCT,_SP DT NN VBD TO VB DT NNS IN DT NN NN ., det nsubj ROOT aux xcomp det dobj prep det compound pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('architect', 'NN', 'O'), ('decided', 'VBD', 'O'), ('to', 'TO', 'O'), ('stagger', 'VB', 'O'), ('the', 'DT', 'O'), ('chairs', 'NNS', 'O'), ('in', 'IN', 'O'), ('the', 'DT', 'O'), ('lecture', 'NN', 'O'), ('hall', 'NN', 'O'), ('.', '.', 'O')]","[(' The architect', 'NP', 'architect'), ('the chairs', 'NP', 'chairs'), ('the lecture hall', 'NP', 'hall')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
pool,,fill, The pool slowly filled with water .,3,0,  the pool slowly fill with water .,SPACE DET NOUN ADV VERB ADP NOUN PUNCT,_SP DT NN RB VBD IN NN ., det ROOT advmod acl prep pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('pool', 'NN', 'O'), ('slowly', 'RB', 'O'), ('filled', 'VBD', 'O'), ('with', 'IN', 'O'), ('water', 'NN', 'O'), ('.', '.', 'O')]","[(' The pool', 'NP', 'pool'), ('water', 'NP', 'water')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
chance,,ruin, This behavior will ruin your chances of winning the election .,3,1,  this behavior will ruin -PRON- chance of win the election .,SPACE DET NOUN VERB VERB DET NOUN ADP VERB DET NOUN PUNCT,_SP DT NN MD VB PRP$ NNS IN VBG DT NN ., det nsubj aux ROOT poss dobj prep pcomp det dobj punct,,"[(' ', '_SP', 'O'), ('This', 'DT', 'O'), ('behavior', 'NN', 'O'), ('will', 'MD', 'O'), ('ruin', 'VB', 'O'), ('your', 'PRP$', 'O'), ('chances', 'NNS', 'O'), ('of', 'IN', 'O'), ('winning', 'VBG', 'O'), ('the', 'DT', 'O'), ('election', 'NN', 'O'), ('.', '.', 'O')]","[(' This behavior', 'NP', 'behavior'), ('your chances', 'NP', 'chances'), ('the election', 'NP', 'election')]",none,neutral,"{'neg': 0.237, 'neu': 0.438, 'pos': 0.325, 'compound': 0.1027}"
image,,recast, She had to recast her image to please the electorate in her home state .,3,1,  -PRON- have to recast -PRON- image to please the electorate in -PRON- home state .,SPACE PRON AUX PART VERB DET NOUN PART VERB DET NOUN ADP DET NOUN NOUN PUNCT,_SP PRP VBD TO VB PRP$ NN TO VB DT NN IN PRP$ NN NN ., nsubj ROOT aux xcomp poss dobj aux advcl det dobj prep poss compound pobj punct,,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('had', 'VBD', 'O'), ('to', 'TO', 'O'), ('recast', 'VB', 'O'), ('her', 'PRP$', 'O'), ('image', 'NN', 'O'), ('to', 'TO', 'O'), ('please', 'VB', 'O'), ('the', 'DT', 'O'), ('electorate', 'NN', 'O'), ('in', 'IN', 'O'), ('her', 'PRP$', 'O'), ('home', 'NN', 'O'), ('state', 'NN', 'O'), ('.', '.', 'O')]","[(' She', 'NP', 'She'), ('her image', 'NP', 'image'), ('the electorate', 'NP', 'electorate'), ('her home state', 'NP', 'state')]",none,neutral,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}"
bag,,load, load the bags onto the trucks .,0,0,  load the bag onto the truck .,SPACE VERB DET NOUN ADP DET NOUN PUNCT,_SP VBP DT NNS IN DT NNS ., ROOT det dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('load', 'VBP', 'O'), ('the', 'DT', 'O'), ('bags', 'NNS', 'O'), ('onto', 'IN', 'O'), ('the', 'DT', 'O'), ('trucks', 'NNS', 'O'), ('.', '.', 'O')]","[('the bags', 'NP', 'bags'), ('the trucks', 'NP', 'trucks')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
present,,shower, He showered her with presents .,1,1,  -PRON- shower -PRON- with present .,SPACE PRON VERB PRON ADP NOUN PUNCT,_SP PRP VBD PRP IN NNS ., nsubj ROOT dobj prep pobj punct,,"[(' ', '_SP', 'O'), ('He', 'PRP', 'O'), ('showered', 'VBD', 'O'), ('her', 'PRP', 'O'), ('with', 'IN', 'O'), ('presents', 'NNS', 'O'), ('.', '.', 'O')]","[(' He', 'NP', 'He'), ('her', 'NP', 'her'), ('presents', 'NP', 'presents')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
turkey,,stuff, Have you stuffed the turkey yet ?,2,0,  have -PRON- stuff the turkey yet ?,SPACE AUX PRON VERB DET NOUN ADV PUNCT,_SP VBP PRP VBN DT NN RB ., aux nsubj ROOT det dobj advmod punct,turkey,"[(' ', '_SP', 'O'), ('Have', 'VBP', 'O'), ('you', 'PRP', 'O'), ('stuffed', 'VBN', 'O'), ('the', 'DT', 'O'), ('turkey', 'NN', 'B-GPE'), ('yet', 'RB', 'O'), ('?', '.', 'O')]","[('you', 'NP', 'you'), ('the turkey', 'NP', 'turkey')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
horse,,gallop, The horse was galloping along .,3,0,  the horse be gallop along .,SPACE DET NOUN AUX VERB ADV PUNCT,_SP DT NN VBD VBG RB ., det nsubj aux ROOT prt punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('horse', 'NN', 'O'), ('was', 'VBD', 'O'), ('galloping', 'VBG', 'O'), ('along', 'RB', 'O'), ('.', '.', 'O')]","[(' The horse', 'NP', 'horse')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
guest,,accommodate, This hotel can accommodate 250 guests .,3,0,  this hotel can accommodate 250 guest .,SPACE DET NOUN VERB VERB NUM NOUN PUNCT,_SP DT NN MD VB CD NNS ., det nsubj aux ROOT nummod dobj punct,250,"[(' ', '_SP', 'O'), ('This', 'DT', 'O'), ('hotel', 'NN', 'O'), ('can', 'MD', 'O'), ('accommodate', 'VB', 'O'), ('250', 'CD', 'B-CARDINAL'), ('guests', 'NNS', 'O'), ('.', '.', 'O')]","[(' This hotel', 'NP', 'hotel'), ('250 guests', 'NP', 'guests')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
heart,,capture, She captured all the men 's hearts .,1,1,  -PRON- capture all the man 's heart .,SPACE PRON VERB DET DET NOUN PART NOUN PUNCT,_SP PRP VBD PDT DT NNS POS NNS ., nsubj ROOT predet det poss case dobj punct,,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('captured', 'VBD', 'O'), ('all', 'PDT', 'O'), ('the', 'DT', 'O'), ('men', 'NNS', 'O'), (""'s"", 'POS', 'O'), ('hearts', 'NNS', 'O'), ('.', '.', 'O')]","[(' She', 'NP', 'She'), (""all the men 's hearts"", 'NP', 'hearts')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
sun,,glare, The sun glared down on us .,2,1,  the sun glare down on -PRON- .,SPACE DET NOUN VERB ADP ADP PRON PUNCT,_SP DT NN VBD RP IN PRP ., det nsubj ROOT prt prep pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('sun', 'NN', 'O'), ('glared', 'VBD', 'O'), ('down', 'RP', 'O'), ('on', 'IN', 'O'), ('us', 'PRP', 'O'), ('.', '.', 'O')]","[(' The sun', 'NP', 'sun'), ('us', 'NP', 'us')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
martini,,down, He downed three martinis before dinner .,1,1,  -PRON- down three martini before dinner .,SPACE PRON VERB NUM NOUN ADP NOUN PUNCT,_SP PRP VBD CD NNS IN NN ., nsubj ROOT nummod dobj prep pobj punct,three,"[(' ', '_SP', 'O'), ('He', 'PRP', 'O'), ('downed', 'VBD', 'O'), ('three', 'CD', 'B-CARDINAL'), ('martinis', 'NNS', 'O'), ('before', 'IN', 'O'), ('dinner', 'NN', 'O'), ('.', '.', 'O')]","[(' He', 'NP', 'He'), ('three martinis', 'NP', 'martinis'), ('dinner', 'NP', 'dinner')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
verse,,tack, He tacked together some verses .,1,1,  -PRON- tack together some verse .,SPACE PRON VERB ADV DET NOUN PUNCT,_SP PRP VBD RB DT NNS ., nsubj ROOT advmod det dobj punct,,"[(' ', '_SP', 'O'), ('He', 'PRP', 'O'), ('tacked', 'VBD', 'O'), ('together', 'RB', 'O'), ('some', 'DT', 'O'), ('verses', 'NNS', 'O'), ('.', '.', 'O')]","[(' He', 'NP', 'He'), ('some verses', 'NP', 'verses')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
production,,mount, mount a theater production .,0,1,  mount a theater production .,SPACE VERB DET NOUN NOUN PUNCT,_SP VB DT NN NN ., ROOT det compound dobj punct,,"[(' ', '_SP', 'O'), ('mount', 'VB', 'O'), ('a', 'DT', 'O'), ('theater', 'NN', 'O'), ('production', 'NN', 'O'), ('.', '.', 'O')]","[('a theater production', 'NP', 'production')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
language,,fracture, This writer really fractures the language .,3,1,  this writer really fracture the language .,SPACE DET NOUN ADV VERB DET NOUN PUNCT,_SP DT NN RB VBZ DT NN ., det nsubj advmod ROOT det dobj punct,,"[(' ', '_SP', 'O'), ('This', 'DT', 'O'), ('writer', 'NN', 'O'), ('really', 'RB', 'O'), ('fractures', 'VBZ', 'O'), ('the', 'DT', 'O'), ('language', 'NN', 'O'), ('.', '.', 'O')]","[(' This writer', 'NP', 'writer'), ('the language', 'NP', 'language')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
crowd,,push, The crowd pushed forward .,2,0,  the crowd push forward .,SPACE DET NOUN VERB ADV PUNCT,_SP DT NN VBD RB ., det nsubj ROOT advmod punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('crowd', 'NN', 'O'), ('pushed', 'VBD', 'O'), ('forward', 'RB', 'O'), ('.', '.', 'O')]","[(' The crowd', 'NP', 'crowd')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
painter,,portray," Goya wanted to portray his mistress , the Duchess of Alba .",3,0,"  Goya want to portray -PRON- mistress , the Duchess of Alba .",SPACE PROPN VERB PART VERB DET NOUN PUNCT DET PROPN ADP PROPN PUNCT,"_SP NNP VBD TO VB PRP$ NN , DT NNP IN NNP .", nsubj ROOT aux xcomp poss dobj punct det appos prep pobj punct,Goya the Duchess of Alba,"[(' ', '_SP', 'O'), ('Goya', 'NNP', 'B-ORG'), ('wanted', 'VBD', 'O'), ('to', 'TO', 'O'), ('portray', 'VB', 'O'), ('his', 'PRP$', 'O'), ('mistress', 'NN', 'O'), (',', ',', 'O'), ('the', 'DT', 'B-PERSON'), ('Duchess', 'NNP', 'I-PERSON'), ('of', 'IN', 'I-PERSON'), ('Alba', 'NNP', 'I-PERSON'), ('.', '.', 'O')]","[(' Goya', 'NP', 'Goya'), ('his mistress', 'NP', 'mistress'), ('the Duchess', 'NP', 'Duchess'), ('Alba', 'NP', 'Alba')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
person,,breathe, I can breathe better when the air is clean .,2,0,  -PRON- can breathe better when the air be clean .,SPACE PRON VERB VERB ADV ADV DET NOUN AUX ADJ PUNCT,_SP PRP MD VB RBR WRB DT NN VBZ JJ ., nsubj aux ROOT advmod advmod det nsubj advcl acomp punct,,"[(' ', '_SP', 'O'), ('I', 'PRP', 'O'), ('can', 'MD', 'O'), ('breathe', 'VB', 'O'), ('better', 'RBR', 'O'), ('when', 'WRB', 'O'), ('the', 'DT', 'O'), ('air', 'NN', 'O'), ('is', 'VBZ', 'O'), ('clean', 'JJ', 'O'), ('.', '.', 'O')]","[(' I', 'NP', 'I'), ('the air', 'NP', 'air')]",none,neutral,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.6808}"
soprano,,rotate, We rotate the lead soprano every night .,1,1,  -PRON- rotate the lead soprano every night .,SPACE PRON VERB DET NOUN NOUN DET NOUN PUNCT,_SP PRP VBP DT NN NN DT NN ., nsubj ROOT det compound dobj det npadvmod punct,,"[(' ', '_SP', 'O'), ('We', 'PRP', 'O'), ('rotate', 'VBP', 'O'), ('the', 'DT', 'O'), ('lead', 'NN', 'O'), ('soprano', 'NN', 'O'), ('every', 'DT', 'O'), ('night', 'NN', 'O'), ('.', '.', 'O')]","[(' We', 'NP', 'We'), ('the lead soprano', 'NP', 'soprano')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
soup,,revive, A hot soup will revive me .,4,1,  a hot soup will revive -PRON- .,SPACE DET ADJ NOUN VERB VERB PRON PUNCT,_SP DT JJ NN MD VB PRP ., det amod nsubj aux ROOT dobj punct,,"[(' ', '_SP', 'O'), ('A', 'DT', 'O'), ('hot', 'JJ', 'O'), ('soup', 'NN', 'O'), ('will', 'MD', 'O'), ('revive', 'VB', 'O'), ('me', 'PRP', 'O'), ('.', '.', 'O')]","[(' A hot soup', 'NP', 'soup'), ('me', 'NP', 'me')]",none,neutral,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}"
balloon,,deflate, The balloons deflated .,2,0,  the balloon deflate .,SPACE DET NOUN VERB PUNCT,_SP DT NNS VBD ., det nsubj ROOT punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('balloons', 'NNS', 'O'), ('deflated', 'VBD', 'O'), ('.', '.', 'O')]","[(' The balloons', 'NP', 'balloons')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
music,,swell, The music swelled to a crescendo .,2,1,  the music swell to a crescendo .,SPACE DET NOUN VERB ADP DET NOUN PUNCT,_SP DT NN VBD IN DT NN ., det nsubj ROOT prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('music', 'NN', 'O'), ('swelled', 'VBD', 'O'), ('to', 'IN', 'O'), ('a', 'DT', 'O'), ('crescendo', 'NN', 'O'), ('.', '.', 'O')]","[(' The music', 'NP', 'music'), ('a crescendo', 'NP', 'crescendo')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
tower,,top, The towers were topped with conical roofs .,3,0,  the tower be top with conical roof .,SPACE DET NOUN AUX VERB ADP ADJ NOUN PUNCT,_SP DT NNS VBD VBN IN JJ NNS ., det nsubjpass auxpass ROOT prep amod pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('towers', 'NNS', 'O'), ('were', 'VBD', 'O'), ('topped', 'VBN', 'O'), ('with', 'IN', 'O'), ('conical', 'JJ', 'O'), ('roofs', 'NNS', 'O'), ('.', '.', 'O')]","[(' The towers', 'NP', 'towers'), ('conical roofs', 'NP', 'roofs')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
conversation,,gravitate, The conversation gravitated towards politics .,2,1,  the conversation gravitate towards politic .,SPACE DET NOUN VERB ADP NOUN PUNCT,_SP DT NN VBD IN NNS ., det nsubj ROOT prep pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('conversation', 'NN', 'O'), ('gravitated', 'VBD', 'O'), ('towards', 'IN', 'O'), ('politics', 'NNS', 'O'), ('.', '.', 'O')]","[(' The conversation', 'NP', 'conversation'), ('politics', 'NP', 'politics')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
child,,infect, Your children have infected you with this head cold .,3,0,  -PRON- child have infect -PRON- with this head cold .,SPACE DET NOUN AUX VERB PRON ADP DET NOUN ADJ PUNCT,_SP PRP$ NNS VBP VBN PRP IN DT NN JJ ., poss nsubj aux ROOT dobj prep det nsubj advcl punct,,"[(' ', '_SP', 'O'), ('Your', 'PRP$', 'O'), ('children', 'NNS', 'O'), ('have', 'VBP', 'O'), ('infected', 'VBN', 'O'), ('you', 'PRP', 'O'), ('with', 'IN', 'O'), ('this', 'DT', 'O'), ('head', 'NN', 'O'), ('cold', 'JJ', 'O'), ('.', '.', 'O')]","[(' Your children', 'NP', 'children'), ('you', 'NP', 'you'), ('this head', 'NP', 'head')]",none,neutral,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4939}"
hydrogen,,inject, inject hydrogen into the balloon .,0,0,  inject hydrogen into the balloon .,SPACE VERB NOUN ADP DET NOUN PUNCT,_SP VB NN IN DT NN ., ROOT dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('inject', 'VB', 'O'), ('hydrogen', 'NN', 'O'), ('into', 'IN', 'O'), ('the', 'DT', 'O'), ('balloon', 'NN', 'O'), ('.', '.', 'O')]","[('hydrogen', 'NP', 'hydrogen'), ('the balloon', 'NP', 'balloon')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
government,,relax, The government relaxed the curfew after most of the rebels were caught .,2,1,  the government relax the curfew after most of the rebel be catch .,SPACE DET NOUN VERB DET NOUN ADP ADJ ADP DET NOUN AUX VERB PUNCT,_SP DT NN VBD DT NN IN JJS IN DT NNS VBD VBN ., det nsubj ROOT det dobj mark nsubjpass prep det pobj auxpass advcl punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('government', 'NN', 'O'), ('relaxed', 'VBD', 'O'), ('the', 'DT', 'O'), ('curfew', 'NN', 'O'), ('after', 'IN', 'O'), ('most', 'JJS', 'O'), ('of', 'IN', 'O'), ('the', 'DT', 'O'), ('rebels', 'NNS', 'O'), ('were', 'VBD', 'O'), ('caught', 'VBN', 'O'), ('.', '.', 'O')]","[(' The government', 'NP', 'government'), ('the curfew', 'NP', 'curfew'), ('the rebels', 'NP', 'rebels')]",none,neutral,"{'neg': 0.135, 'neu': 0.655, 'pos': 0.21, 'compound': 0.2815}"
foot,,blister, Her feet blistered during the long hike .,2,0,  -PRON- foot blister during the long hike .,SPACE DET NOUN VERB ADP DET ADJ NOUN PUNCT,_SP PRP$ NNS VBN IN DT JJ NN ., poss nsubj ROOT prep det amod pobj punct,,"[(' ', '_SP', 'O'), ('Her', 'PRP$', 'O'), ('feet', 'NNS', 'O'), ('blistered', 'VBN', 'O'), ('during', 'IN', 'O'), ('the', 'DT', 'O'), ('long', 'JJ', 'O'), ('hike', 'NN', 'O'), ('.', '.', 'O')]","[(' Her feet', 'NP', 'feet'), ('the long hike', 'NP', 'hike')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
office,,buzz, This office is buzzing with activity .,3,1,  this office be buzz with activity .,SPACE DET NOUN AUX VERB ADP NOUN PUNCT,_SP DT NN VBZ VBG IN NN ., det nsubj aux ROOT prep pobj punct,,"[(' ', '_SP', 'O'), ('This', 'DT', 'O'), ('office', 'NN', 'O'), ('is', 'VBZ', 'O'), ('buzzing', 'VBG', 'O'), ('with', 'IN', 'O'), ('activity', 'NN', 'O'), ('.', '.', 'O')]","[(' This office', 'NP', 'office'), ('activity', 'NP', 'activity')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
balance,,fracture, These events could fracture the balance of power .,3,1,  these event could fracture the balance of power .,SPACE DET NOUN VERB VERB DET NOUN ADP NOUN PUNCT,_SP DT NNS MD VB DT NN IN NN ., det nsubj aux ROOT det dobj prep pobj punct,,"[(' ', '_SP', 'O'), ('These', 'DT', 'O'), ('events', 'NNS', 'O'), ('could', 'MD', 'O'), ('fracture', 'VB', 'O'), ('the', 'DT', 'O'), ('balance', 'NN', 'O'), ('of', 'IN', 'O'), ('power', 'NN', 'O'), ('.', '.', 'O')]","[(' These events', 'NP', 'events'), ('the balance', 'NP', 'balance'), ('power', 'NP', 'power')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
basement,,flood, Our basement flooded during the heavy rains .,2,0,  -PRON- basement flood during the heavy rain .,SPACE DET NOUN VERB ADP DET ADJ NOUN PUNCT,_SP PRP$ NN VBD IN DT JJ NNS ., poss nsubj ROOT prep det amod pobj punct,,"[(' ', '_SP', 'O'), ('Our', 'PRP$', 'O'), ('basement', 'NN', 'O'), ('flooded', 'VBD', 'O'), ('during', 'IN', 'O'), ('the', 'DT', 'O'), ('heavy', 'JJ', 'O'), ('rains', 'NNS', 'O'), ('.', '.', 'O')]","[(' Our basement', 'NP', 'basement'), ('the heavy rains', 'NP', 'rains')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
word,,twist, Do n't twist my words .,2,1,  do n't twist -PRON- word .,SPACE AUX PART VERB DET NOUN PUNCT,_SP VB RB VB PRP$ NNS ., aux neg ROOT poss dobj punct,,"[(' ', '_SP', 'O'), ('Do', 'VB', 'O'), (""n't"", 'RB', 'O'), ('twist', 'VB', 'O'), ('my', 'PRP$', 'O'), ('words', 'NNS', 'O'), ('.', '.', 'O')]","[('my words', 'NP', 'words')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
economy,,precipitate, Our economy precipitated into complete ruin .,2,1,  -PRON- economy precipitate into complete ruin .,SPACE DET NOUN VERB ADP ADJ NOUN PUNCT,_SP PRP$ NN VBD IN JJ NN ., poss nsubj ROOT prep amod pobj punct,,"[(' ', '_SP', 'O'), ('Our', 'PRP$', 'O'), ('economy', 'NN', 'O'), ('precipitated', 'VBD', 'O'), ('into', 'IN', 'O'), ('complete', 'JJ', 'O'), ('ruin', 'NN', 'O'), ('.', '.', 'O')]","[(' Our economy', 'NP', 'economy'), ('complete ruin', 'NP', 'ruin')]",none,neutral,"{'neg': 0.432, 'neu': 0.568, 'pos': 0.0, 'compound': -0.5859}"
law,,digest, the government digested the entire law into a code .,2,1,  the government digest the entire law into a code .,SPACE DET NOUN VERB DET ADJ NOUN ADP DET NOUN PUNCT,_SP DT NN VBD DT JJ NN IN DT NN ., det nsubj ROOT det amod dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('the', 'DT', 'O'), ('government', 'NN', 'O'), ('digested', 'VBD', 'O'), ('the', 'DT', 'O'), ('entire', 'JJ', 'O'), ('law', 'NN', 'O'), ('into', 'IN', 'O'), ('a', 'DT', 'O'), ('code', 'NN', 'O'), ('.', '.', 'O')]","[(' the government', 'NP', 'government'), ('the entire law', 'NP', 'law'), ('a code', 'NP', 'code')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
